"name","career_id","importance","category","sources"
"Formatters","backend","LOW","FRAMEWORK","roadmap"
"Forms","backend","AVG","CONCEPT","roadmap"
"ForTables","backend","LOW","CONCEPT","roadmap"
"Frameworks","backend","AVG","FRAMEWORK","roadmap"
"Frameworks (Optional)","backend","LOW","FRAMEWORK","roadmap"
"free","backend","AVG","CONCEPT","roadmap"
"Frontend Basics","backend","LOW","CONCEPT","roadmap"
"fs module","backend","LOW","CONCEPT","roadmap"
"fs-extra","backend","LOW","LIBRARY","roadmap"
"FS2","backend","LOW","CONCEPT","roadmap"
"Funcs returning Funcs","backend","LOW","CONCEPT","roadmap"
"Function Calling","backend","AVG","TOOL","roadmap"
"Function Score Query","backend","LOW","CONCEPT","roadmap"
"Function Types","backend","LOW","CONCEPT","roadmap"
"Functional Composition","backend","LOW","CONCEPT","roadmap"
"Functional Interfaces","backend","LOW","CONCEPT","roadmap"
"Functional Programming","backend","LOW","CONCEPT","roadmap"
"Functional Testing","backend","LOW","CONCEPT","roadmap"
"Functions & Methods","backend","AVG","CONCEPT","roadmap"
"Functions and Method Syntax","backend","LOW","CONCEPT","roadmap"
"Functions Basics","backend","LOW","CONCEPT","roadmap"
"Futures and Async/Await Paradigm","backend","LOW","CONCEPT","roadmap"
"fyrox","backend","LOW","CONCEPT","roadmap"
"Game Development","backend","LOW","CONCEPT","roadmap"
"Garbage Collection","backend","AVG","CONCEPT","roadmap"
"Gates","backend","LOW","CONCEPT","roadmap"
"Gatling","backend","AVG","FRAMEWORK","roadmap"
"gdb","backend","LOW","LANGUAGE","roadmap"
"Gears","backend","LOW","CONCEPT","roadmap"
"Gemini","backend","AVG","CONCEPT","roadmap"
"General Development Skills","backend","LOW","CONCEPT","roadmap"
"Generator Expressions","backend","LOW","CONCEPT","roadmap"
"Generic Collections","backend","LOW","CONCEPT","roadmap"
"Generic Functions","backend","LOW","CONCEPT","roadmap"
"Generic Types / Interfaces","backend","LOW","CONCEPT","roadmap"
"Generics","backend","LOW","CONCEPT","roadmap"
"Generics & Type-Level Programming","backend","LOW","CONCEPT","roadmap"
"GEOSEARCH","backend","LOW","CONCEPT","roadmap"
"Geospatial Indexes","backend","LOW","CONCEPT","roadmap"
"GET","backend","LOW","CONCEPT","roadmap"
"Get a Brief Overview","backend","LOW","CONCEPT","roadmap"
"Get Document","backend","LOW","CONCEPT","roadmap"
"Get Involved in Development","backend","LOW","CONCEPT","roadmap"
"gevent","backend","LOW","CONCEPT","roadmap"
"GIL","backend","LOW","CONCEPT","roadmap"
"gin","backend","LOW","FRAMEWORK","roadmap"
"Git - Version Control","backend","LOW","CONCEPT","roadmap"
"GitHub Actions","backend","AVG","TOOL","roadmap"
"GitHub, GitLab, BitBucket","backend","LOW","CONCEPT","roadmap"
"Global Installation","backend","LOW","LIBRARY","roadmap"
"Global vs Route","backend","LOW","CONCEPT","roadmap"
"globby","backend","LOW","LIBRARY","roadmap"
"go build","backend","LOW","CONCEPT","roadmap"
"go clean","backend","LOW","CONCEPT","roadmap"
"go doc","backend","LOW","CONCEPT","roadmap"
"go fmt","backend","LOW","CONCEPT","roadmap"
"go generate","backend","LOW","CONCEPT","roadmap"
"Go Implementation","backend","LOW","CONCEPT","roadmap"
"go install","backend","LOW","CONCEPT","roadmap"
"go mod","backend","LOW","CONCEPT","roadmap"
"go mod vendor","backend","LOW","CONCEPT","roadmap"
"go run","backend","LOW","CONCEPT","roadmap"
"go test","backend","LOW","CONCEPT","roadmap"
"go version","backend","LOW","CONCEPT","roadmap"
"go vet","backend","LOW","CONCEPT","roadmap"
"go:embed for embedding","backend","LOW","LIBRARY","roadmap"
"goimports","backend","LOW","CONCEPT","roadmap"
"golangci-lint","backend","LOW","CONCEPT","roadmap"
"Golden Signals","backend","LOW","CONCEPT","roadmap"
"Goroutines","backend","LOW","CONCEPT","roadmap"
"got package","backend","LOW","CONCEPT","roadmap"
"govulncheck","backend","LOW","CONCEPT","roadmap"
"Graceful Degradation","backend","LOW","CONCEPT","roadmap"
"Gradle","backend","LOW","LANGUAGE","roadmap"
"GRANT and Revoke","backend","LOW","CONCEPT","roadmap"
"GraphQL","backend","HIGH","PROTOCOL","market-verified|roadmap"
"GraphQL .NET","backend","LOW","CONCEPT","roadmap"
"GraphQL Go","backend","LOW","CONCEPT","roadmap"
"GraphQL Java","backend","LOW","CONCEPT","roadmap"
"GraphQL Over HTTP","backend","LOW","CONCEPT","roadmap"
"GraphQL Over SSE","backend","LOW","CONCEPT","roadmap"
"GraphQL Over WebSockets","backend","LOW","CONCEPT","roadmap"
"GraphQL Queries","backend","LOW","CONCEPT","roadmap"
"GraphQL Yoga","backend","LOW","CONCEPT","roadmap"
"graphql-http","backend","LOW","CONCEPT","roadmap"
"GraphQL.js","backend","LOW","CONCEPT","roadmap"
"grep","backend","AVG","CONCEPT","roadmap"
"Gridlify","backend","LOW","CONCEPT","roadmap"
"GROUP BY","backend","LOW","CONCEPT","roadmap"
"Grouping","backend","LOW","CONCEPT","roadmap"
"gRPC","backend","AVG","PROTOCOL","market-legacy|roadmap"
"gtest / gmock","backend","LOW","FRAMEWORK","roadmap"
"gtk-rs","backend","LOW","CONCEPT","roadmap"
"GUI","backend","LOW","CONCEPT","roadmap"
"GUI Development","backend","LOW","CONCEPT","roadmap"
"Handlers","backend","LOW","FRAMEWORK","roadmap"
"Handling Exceptions","backend","LOW","CONCEPT","roadmap"
"HAProxy","backend","LOW","CONCEPT","roadmap"
"Hashing Algorithms","backend","AVG","CONCEPT","roadmap"
"Hashmap","backend","LOW","CONCEPT","roadmap"
"HashMaps","backend","LOW","CONCEPT","roadmap"
"Hashset","backend","LOW","CONCEPT","roadmap"
"HATEOAS","backend","LOW","CONCEPT","roadmap"
"HAVING","backend","LOW","CONCEPT","roadmap"
"Headers / CPP Files","backend","LOW","CONCEPT","roadmap"
"Health Route","backend","LOW","PLATFORM","roadmap"
"Helm","backend","LOW","TOOL","roadmap"
"Hibernate","backend","LOW","FRAMEWORK","roadmap"
"Higher-order Functions﻿","backend","LOW","CONCEPT","roadmap"
"Histogram","backend","AVG","CONCEPT","roadmap"
"Hono","backend","AVG","FRAMEWORK","roadmap"
"Hosting","backend","LOW","CONCEPT","roadmap"
"HotChocolate","backend","LOW","CONCEPT","roadmap"
"How LLMs Work","backend","AVG","CONCEPT","roadmap"
"How RDB Works?","backend","LOW","CONCEPT","roadmap"
"How Search Works","backend","LOW","CONCEPT","roadmap"
"HTAP","backend","LOW","CONCEPT","roadmap"
"HTML","backend","AVG","LANGUAGE","roadmap"
"HTTP","backend","AVG","PROTOCOL","roadmap"
"HTTP / HTTPs Protocol","backend","LOW","CONCEPT","roadmap"
"HTTP Caching","backend","LOW","CONCEPT","roadmap"
"HTTP Methods","backend","LOW","CONCEPT","roadmap"
"http module","backend","LOW","CONCEPT","roadmap"
"HTTP Versions","backend","LOW","CONCEPT","roadmap"
"HTTPS","backend","AVG","PROTOCOL","market-legacy|roadmap"
"Hybrid Search","backend","LOW","CONCEPT","roadmap"
"HyperLogLog","backend","LOW","CONCEPT","roadmap"
"I/O","backend","LOW","LANGUAGE","roadmap"
"I/O & File Handling","backend","LOW","LIBRARY","roadmap"
"ID (Primary Key)","backend","LOW","CONCEPT","roadmap"
"ID Query","backend","LOW","CONCEPT","roadmap"
"Idempotency","backend","LOW","CONCEPT","roadmap"
"IDEs","backend","LOW","TOOL","roadmap"
"IDEs and Rust Toolchains","backend","LOW","CONCEPT","roadmap"
"Idioms & Design Patterns","backend","LOW","CONCEPT","roadmap"
"if else / switch / goto","backend","LOW","CONCEPT","roadmap"
"if-else","backend","LOW","CONCEPT","roadmap"
"ILM","backend","LOW","CONCEPT","roadmap"
"Impl Blocks","backend","LOW","CONCEPT","roadmap"
"Import / Export Using `COPY`","backend","LOW","CONCEPT","roadmap"
"Importing Packages","backend","LOW","LIBRARY","roadmap"
"In-memory Data Structure Store","backend","LOW","CONCEPT","roadmap"
"Include and Require Files","backend","LOW","CONCEPT","roadmap"
"Index (Database)","backend","LOW","CONCEPT","roadmap"
"Index Document","backend","LOW","CONCEPT","roadmap"
"Indexes and their Usecases","backend","LOW","CONCEPT","roadmap"
"Inertia","backend","LOW","CONCEPT","roadmap"
"Infrastructure Skills","backend","LOW","CONCEPT","roadmap"
"Inheritance","backend","AVG","CONCEPT","roadmap"
"Initializer Block","backend","LOW","CONCEPT","roadmap"
"Inline Class","backend","LOW","CONCEPT","roadmap"
"Inquirer Package","backend","LOW","CONCEPT","roadmap"
"Inspecting Routes","backend","LOW","CONCEPT","roadmap"
"Installation and Setup","backend","LOW","CONCEPT","roadmap"
"Installing  Django","backend","LOW","CONCEPT","roadmap"
"Installing Laravel","backend","LOW","CONCEPT","roadmap"
"Installing Packages","backend","LOW","LIBRARY","roadmap"
"Installing Redis Locally","backend","LOW","CONCEPT","roadmap"
"Installing Rust and Cargo","backend","LOW","CONCEPT","roadmap"
"Instance variables","backend","LOW","CONCEPT","roadmap"
"Int32/Int","backend","LOW","CONCEPT","roadmap"
"integers","backend","AVG","CONCEPT","roadmap"
"Integers (Signed, Unsigned)","backend","LOW","CONCEPT","roadmap"
"Integration Patterns","backend","LOW","CONCEPT","roadmap"
"Integration Testing","backend","AVG","CONCEPT","roadmap"
"IntelliJ IDEA","backend","LOW","TOOL","roadmap"
"Interactive Ruby (irb)","backend","LOW","CONCEPT","roadmap"
"Interfaces","backend","LOW","CONCEPT","roadmap"
"Internet","backend","AVG","CONCEPT","roadmap"
"Interpreted String Literals","backend","LOW","CONCEPT","roadmap"
"iotop","backend","LOW","CONCEPT","roadmap"
"irb","backend","LOW","CONCEPT","roadmap"
"Iterating","backend","LOW","CONCEPT","roadmap"
"Iterator","backend","LOW","CONCEPT","roadmap"
"Iterators","backend","LOW","CONCEPT","roadmap"
"JavaFX","backend","LOW","CONCEPT","roadmap"
"JavaScript","backend","HIGH","LANGUAGE","market-verified|roadmap"
"JDBC","backend","LOW","DATABASE","roadmap"
"JMeter","backend","AVG","TESTING","market-legacy|roadmap"
"JOIN Queries","backend","LOW","CONCEPT","roadmap"
"JOINs","backend","LOW","CONCEPT","roadmap"
"JPA Test","backend","LOW","TESTING","roadmap"
"JSON APIs","backend","AVG","CONCEPT","market-legacy|roadmap"
"json-rust","backend","LOW","CONCEPT","roadmap"
"JUnit","backend","LOW","FRAMEWORK","roadmap"
"JWT Authentication","backend","LOW","CONCEPT","roadmap"
"Kafka","backend","AVG","PLATFORM","roadmap"
"KDoc","backend","LOW","LIBRARY","roadmap"
"KeepAlived","backend","LOW","CONCEPT","roadmap"
"Key Management","backend","LOW","CONCEPT","roadmap"
"Key-value Database","backend","LOW","CONCEPT","roadmap"
"Kibana Console","backend","LOW","CONCEPT","roadmap"
"Kotlin Libraries","backend","LOW","LIBRARY","roadmap"
"Kotlin Multiplatform","backend","LOW","CONCEPT","roadmap"
"Kotlin Scripting","backend","LOW","CONCEPT","roadmap"
"Kotlin/Java","backend","LOW","CONCEPT","roadmap"
"Kotlin/JavaScript","backend","LOW","CONCEPT","roadmap"
"Kotlin/Native","backend","LOW","CONCEPT","roadmap"
"Kotlin/WASM","backend","LOW","CONCEPT","roadmap"
"KQL","backend","LOW","CONCEPT","roadmap"
"Ktor","backend","LOW","FRAMEWORK","roadmap"
"Kubernetes","backend","HIGH","PLATFORM","market-verified|roadmap"
"ky","backend","LOW","CONCEPT","roadmap"
"Kyo","backend","LOW","CONCEPT","roadmap"
"lag","backend","LOW","DATABASE","roadmap"
"Lambdas","backend","LOW","CONCEPT","roadmap"
"Laminar","backend","LOW","CONCEPT","roadmap"
"Language Basics","backend","LOW","LANGUAGE","roadmap"
"Language Concepts","backend","LOW","LANGUAGE","roadmap"
"Language Drivers","backend","LOW","CONCEPT","roadmap"
"Laravel Cloud","backend","LOW","PLATFORM","roadmap"
"Laravel for Frontend","backend","LOW","CONCEPT","roadmap"
"Laravel for Full Stack","backend","LOW","CONCEPT","roadmap"
"Laravel Forge","backend","LOW","PLATFORM","roadmap"
"Laravel Herd","backend","LOW","CONCEPT","roadmap"
"Lateral Join","backend","LOW","CONCEPT","roadmap"
"Layouts","backend","LOW","CONCEPT","roadmap"
"Laziness","backend","LOW","CONCEPT","roadmap"
"Lazy, Eager, Explicit Loading","backend","LOW","CONCEPT","roadmap"
"lead","backend","LOW","DATABASE","roadmap"
"Leaf Queries","backend","LOW","CONCEPT","roadmap"
"Leaf vs Compound Queries","backend","LOW","CONCEPT","roadmap"
"LENGTH","backend","LOW","CONCEPT","roadmap"
"Leptos","backend","LOW","CONCEPT","roadmap"
"Libraries","backend","LOW","LIBRARY","roadmap"
"Life Cycles","backend","LOW","CONCEPT","roadmap"
"Lifecycle of a Program","backend","LOW","CONCEPT","roadmap"
"Lifetime Elision Rules","backend","LOW","CONCEPT","roadmap"
"Lifetime of Objects","backend","LOW","CONCEPT","roadmap"
"Lifetimes & Borrow Checker","backend","LOW","CONCEPT","roadmap"
"Light BDD","backend","LOW","TESTING","roadmap"
"Linked List","backend","AVG","CONCEPT","roadmap"
"List","backend","LOW","CONCEPT","roadmap"
"List Comprehensions","backend","AVG","CONCEPT","roadmap"
"Lists","backend","AVG","CONCEPT","roadmap"
"Livewire","backend","LOW","FRAMEWORK","roadmap"
"Loadshifting","backend","LOW","CONCEPT","roadmap"
"Local Installation","backend","LOW","LIBRARY","roadmap"
"Local Server","backend","LOW","CONCEPT","roadmap"
"Localization","backend","LOW","CONCEPT","roadmap"
"Lock Management","backend","LOW","CONCEPT","roadmap"
"Log Frameworks","backend","LOW","FRAMEWORK","roadmap"
"Log Stacks & Messages","backend","LOW","CONCEPT","roadmap"
"Log4j2","backend","LOW","FRAMEWORK","roadmap"
"Logging","backend","LOW","CONCEPT","roadmap"
"Logging Basics","backend","LOW","CONCEPT","roadmap"
"Logging Framework","backend","LOW","FRAMEWORK","roadmap"
"Logging Frameworks","backend","LOW","FRAMEWORK","roadmap"
"Logical Concepts","backend","LOW","CONCEPT","roadmap"
"Logical Operators","backend","LOW","CONCEPT","roadmap"
"Logical Replication","backend","LOW","CONCEPT","roadmap"
"Long / Short Polling","backend","LOW","CONCEPT","roadmap"
"Loops & Enumerations","backend","LOW","CONCEPT","roadmap"
"Low Level Internals","backend","LOW","CONCEPT","roadmap"
"LOWER","backend","LOW","CONCEPT","roadmap"
"Lua Scripting","backend","LOW","CONCEPT","roadmap"
"Lucene","backend","LOW","CONCEPT","roadmap"
"LXC","backend","AVG","PLATFORM","roadmap"
"macroquad","backend","LOW","CONCEPT","roadmap"
"Macros","backend","LOW","CONCEPT","roadmap"
"Macros & Metaprogramming","backend","LOW","CONCEPT","roadmap"
"Macros & the Type System","backend","LOW","CONCEPT","roadmap"
"Mailbox & Mailer","backend","LOW","CONCEPT","roadmap"
"main  Function","backend","LOW","CONCEPT","roadmap"
"Main Data Types","backend","LOW","CONCEPT","roadmap"
"Making API Calls","backend","LOW","CONCEPT","roadmap"
"malloc","backend","LOW","CONCEPT","roadmap"
"manage.py","backend","LOW","CONCEPT","roadmap"
"Managing Postgres","backend","LOW","CONCEPT","roadmap"
"Manual validation","backend","LOW","CONCEPT","roadmap"
"Mappings","backend","LOW","CONCEPT","roadmap"
"Maps","backend","LOW","CONCEPT","roadmap"
"Mass Transit","backend","LOW","CONCEPT","roadmap"
"Master-Elegible Nodes","backend","LOW","CONCEPT","roadmap"
"Match Query","backend","LOW","CONCEPT","roadmap"
"Maven","backend","LOW","CONCEPT","roadmap"
"MAX","backend","LOW","LANGUAGE","roadmap"
"Max Memory Policy","backend","LOW","CONCEPT","roadmap"
"MD5","backend","AVG","PROTOCOL","market-legacy|roadmap"
"Memcached","backend","AVG","DATABASE","roadmap"
"Memory","backend","LOW","CONCEPT","roadmap"
"Memory Cache","backend","LOW","CONCEPT","roadmap"
"Memory Leakage","backend","LOW","CONCEPT","roadmap"
"Memory Management","backend","AVG","CONCEPT","roadmap"
"Memory Mgmt. in Depth","backend","LOW","CONCEPT","roadmap"
"Memory Model","backend","LOW","CONCEPT","roadmap"
"mercurius","backend","LOW","CONCEPT","roadmap"
"Message Broker","backend","LOW","CONCEPT","roadmap"
"Message Brokers","backend","LOW","CONCEPT","roadmap"
"Message Framework","backend","LOW","FRAMEWORK","roadmap"
"Metaprogramming","backend","LOW","CONCEPT","roadmap"
"Method Calls","backend","LOW","CONCEPT","roadmap"
"Method Chaining","backend","LOW","CONCEPT","roadmap"
"Method Lookup","backend","LOW","CONCEPT","roadmap"
"Method Overloading / Overriding","backend","LOW","CONCEPT","roadmap"
"Method Parameters","backend","LOW","CONCEPT","roadmap"
"Methods vs Functions","backend","LOW","CONCEPT","roadmap"
"Metric Aggregations","backend","LOW","CONCEPT","roadmap"
"Microservices","backend","HIGH","CONCEPT","market-verified|roadmap"
"Microsoft.Extensions","backend","LOW","CONCEPT","roadmap"
"Middleware","backend","AVG","CONCEPT","roadmap"
"Migration Related Tools","backend","LOW","CONCEPT","roadmap"
"Migrations","backend","AVG","CONCEPT","roadmap"
"Migrations, seeders","backend","LOW","CONCEPT","roadmap"
"MIN","backend","LOW","CONCEPT","roadmap"
"Min Key","backend","LOW","CONCEPT","roadmap"
"Minimal APIs","backend","LOW","CONCEPT","roadmap"
"Minitest","backend","LOW","CONCEPT","roadmap"
"Mock MVC","backend","LOW","TESTING","roadmap"
"Mocking & Property Based Testing","backend","LOW","TESTING","roadmap"
"Mocking > Mockito","backend","LOW","TESTING","roadmap"
"Model Forms","backend","LOW","CONCEPT","roadmap"
"Model inheritance","backend","LOW","CONCEPT","roadmap"
"Model methods","backend","LOW","CONCEPT","roadmap"
"Model relationships","backend","LOW","CONCEPT","roadmap"
"Models","backend","LOW","CONCEPT","roadmap"
"models.py","backend","LOW","CONCEPT","roadmap"
"Modifying Data","backend","LOW","CONCEPT","roadmap"
"Modifying Views","backend","LOW","CONCEPT","roadmap"
"Modules","backend","AVG","CONCEPT","roadmap"
"Modules & Crates","backend","LOW","CONCEPT","roadmap"
"Modules & Dependencies","backend","LOW","CONCEPT","roadmap"
"Modules & Mixins","backend","LOW","CONCEPT","roadmap"
"Monads","backend","LOW","CONCEPT","roadmap"
"MongoDB","backend","HIGH","DATABASE","market-verified|roadmap"
"MongoDB Basics","backend","LOW","CONCEPT","roadmap"
"MongoDB Connectors","backend","LOW","CONCEPT","roadmap"
"MongoDB Security","backend","LOW","CONCEPT","roadmap"
"mongodump","backend","LOW","CONCEPT","roadmap"
"Mongoose","backend","LOW","DATABASE","roadmap"
"mongorestore","backend","LOW","CONCEPT","roadmap"
"MONITOR","backend","LOW","CONCEPT","roadmap"
"Monitor Changes (Dev)","backend","LOW","CONCEPT","roadmap"
"Monkey Patching","backend","LOW","CONCEPT","roadmap"
"Monolithic Apps","backend","LOW","CONCEPT","roadmap"
"Moq","backend","LOW","LIBRARY","roadmap"
"More about Databases","backend","LOW","DATABASE","roadmap"
"More about OOP","backend","LOW","CONCEPT","roadmap"
"More on Classes & Objects","backend","LOW","CONCEPT","roadmap"
"MS IIS","backend","AVG","PLATFORM","market-legacy|roadmap"
"MSTest","backend","LOW","TESTING","roadmap"
"Multiple Inheritance","backend","LOW","CONCEPT","roadmap"
"Multiprocessing","backend","LOW","CONCEPT","roadmap"
"mUnit","backend","LOW","TESTING","roadmap"
"must","backend","LOW","CONCEPT","roadmap"
"must_not","backend","LOW","CONCEPT","roadmap"
"Mutable Collections","backend","LOW","CONCEPT","roadmap"
"Mutex","backend","LOW","CONCEPT","roadmap"
"Mutexes","backend","LOW","CONCEPT","roadmap"
"MVC","backend","LOW","CONCEPT","roadmap"
"Named routes","backend","LOW","CONCEPT","roadmap"
"Named URLs","backend","LOW","CONCEPT","roadmap"
"Namespaces","backend","AVG","CONCEPT","roadmap"
